step,loss
44400,0.007897
44600,0.010461
44800,0.010222
45000,0.009210
45200,0.008600
45400,0.010349
45600,0.010969
45800,0.009623
46000,0.013045
46200,0.009247
46400,0.007619
46600,0.011144
46800,0.008708
47000,0.010721
47200,0.007701
47400,0.008270
47600,0.016159
47800,0.008249
48000,0.009659
48200,0.008883
48400,0.009748
48600,0.010648
48800,0.008151
49000,0.010712
49200,0.007147
49400,0.008119
49600,0.010852
49800,0.013197
50000,0.010192
50200,0.010665
50400,0.011346
50600,0.016989
50800,0.007815
51000,0.004363
51200,0.007974
51400,0.010949
51600,0.013419
51800,0.010443
52000,0.012079
52200,0.014163
52400,0.005666
52600,0.008446
52800,0.008153
53000,0.006101
53200,0.007749
53400,0.008983
53600,0.012146
53800,0.012000
54000,0.007469
54200,0.005496
54400,0.011908
54600,0.013502
54800,0.011035
55000,0.007891
55200,0.020970
55400,0.006983
55600,0.012848
55800,0.012699
56000,0.010782
56200,0.010389
56400,0.009008
56600,0.008910
56800,0.013650
57000,0.023704
57200,0.009167
57400,0.011352
57600,0.008747
57800,0.008699
58000,0.008988
58200,0.008330
58400,0.011484
58600,0.011600
58800,0.009148
59000,0.007937
59200,0.008631
59400,0.007766
59600,0.010046
59800,0.007814
60000,0.013000
60200,0.011182
60400,0.012445
60600,0.009771
60800,0.033877
61000,0.009474
61200,0.010847
61400,0.011079
61600,0.007812
61800,0.006786
62000,0.012002
62200,0.011606
62400,0.007153
62600,0.007551
62800,0.012906
63000,0.007429
63200,0.006015
63400,0.007258
63600,0.013054
63800,0.013338
64000,0.015456
64200,0.018823
64400,0.012400
64600,0.011589
64800,0.007429
65000,0.016876
65200,0.008355
65400,0.014035
65600,0.010411
65800,0.032379
66000,0.008714
66200,0.009856
66400,0.008525
66600,0.008440
66800,0.008728
67000,0.008401
67200,0.010709
67400,0.011538
67600,0.008985
67800,0.013797
68000,0.010122
68200,0.011352
68400,0.014703
68600,0.018903
68800,0.012626
69000,0.011510
69200,0.013302
69400,0.011780
69600,0.014451
69800,0.013114
70000,0.010436
70200,0.009984
70400,0.009491
70600,0.006226
70800,0.008914
71000,0.019900
71200,0.010061
71400,0.009932
71600,0.009858
71800,0.022007
72000,0.017399
72200,0.008975
72400,0.013994
72600,0.010035
72800,0.006337
73000,0.014365
73200,0.010279
73400,0.013940
73600,0.021953
73800,0.017440
74000,0.010294
74200,0.006328
74400,0.008061
74600,0.018989
74800,0.009662
75000,0.008978
75200,0.010248
75400,0.007415
75600,0.009158
75800,0.011846
76000,0.008523
76200,0.008438
76400,0.013531
76600,0.008702
76800,0.006959
77000,0.009866
77200,0.005058
77400,0.012246
77600,0.010082
77800,0.009176
78000,0.005018
78200,0.015671
78400,0.006023
78600,0.009399
78800,0.015762
79000,0.013265
79200,0.007824
79400,0.015147
79600,0.009662
79800,0.010470
80000,0.007947
80200,0.009358
80400,0.011773
80600,0.007653
80800,0.012829
81000,0.010932
81200,0.010274
81400,0.014238
81600,0.013249
81800,0.011706
82000,0.007099
82200,0.017092
82400,0.011645
82600,0.008350
82800,0.006066
83000,0.017287
83200,0.007362
83400,0.016065
83600,0.010057
83800,0.013919
84000,0.014618
84200,0.009469
84400,0.013530
84600,0.011114
84800,0.010543
85000,0.010757
85200,0.017001
85400,0.009587
85600,0.008581
85800,0.006238
86000,0.008551
86200,0.014658
86400,0.006606
86600,0.013043
86800,0.010252
87000,0.009752
87200,0.007579
87400,0.007448
87600,0.012939
87800,0.006043
88000,0.013933
88200,0.008307
88400,0.005490
88600,0.006724
88800,0.006606
89000,0.008288
89200,0.007074
89400,0.009827
89600,0.008791
89800,0.006604
90000,0.010413
90200,0.010573
90400,0.023339
90600,0.006417
90800,0.019339
91000,0.014238
91200,0.007890
91400,0.012674
91600,0.006275
91800,0.015374
92000,0.008828
92200,0.008026
92400,0.010021
92600,0.010669
92800,0.007176
93000,0.013459
93200,0.011872
93400,0.010486
93600,0.010680
93800,0.015521
94000,0.008805
94200,0.006972
94400,0.015055
94600,0.009764
94800,0.006039
95000,0.010219
95200,0.007524
95400,0.007854
95600,0.011211
95800,0.012624
96000,0.015839
96200,0.007864
96400,0.009302
96600,0.013524
96800,0.007962
97000,0.008549
97200,0.009848
97400,0.009318
97600,0.009004
97800,0.008878
98000,0.006056
98200,0.009498
98400,0.007688
98600,0.016950
98800,0.014121
99000,0.008757
99200,0.014031
99400,0.009516
99600,0.010830
99800,0.011265
100000,0.005578
100200,0.008447
100400,0.009637
100600,0.007963
100800,0.012540
101000,0.006957
101200,0.007948
101400,0.008633
101600,0.008503
101800,0.016404
102000,0.007061
102200,0.012311
102400,0.018070
102600,0.014108
102800,0.006939
103000,0.011325
103200,0.010030
103400,0.011890
103600,0.012566
103800,0.011930
104000,0.016548
104200,0.012203
104400,0.012568
104600,0.009434
104800,0.007847
105000,0.008567
105200,0.014253
105400,0.007531
105600,0.011126
105800,0.007849
106000,0.005482
106200,0.014860
106400,0.008349
106600,0.013617
106800,0.010246
107000,0.007320
107200,0.016857
107400,0.014253
107600,0.029080
107800,0.010504
108000,0.011225
108200,0.015384
108400,0.009780
108600,0.006211
108800,0.011927
109000,0.009080
109200,0.008502
109400,0.011915
109600,0.014521
109800,0.009153
110000,0.008596
110200,0.009670
110400,0.011607
110600,0.010546
110800,0.014326
111000,0.015135
111200,0.014576
111400,0.011281
111600,0.015208
111800,0.008808
112000,0.010832
112200,0.012411
112400,0.008725
112600,0.010191
112800,0.017523
113000,0.008177
113200,0.006458
113400,0.009426
113600,0.011697
113800,0.010386
114000,0.010077
114200,0.008937
114400,0.009278
114600,0.006102
114800,0.011208
115000,0.009991
115200,0.008559
115400,0.007057
115600,0.024934
115800,0.010797
116000,0.008775
116200,0.016497
116400,0.008054
116600,0.010308
116800,0.011828
117000,0.007104
117200,0.007065
117400,0.005214
117600,0.012679
117800,0.008269
118000,0.008898
118200,0.008893
118400,0.007541
118600,0.014356
118800,0.011618
119000,0.008146
119200,0.009256
119400,0.011570
119600,0.005360
119800,0.007747
120000,0.009197
120200,0.008021
120400,0.009943
120600,0.004743
120800,0.005990
121000,0.005771
121200,0.006774
121400,0.016186
121600,0.005588
121800,0.010458
122000,0.011851
122200,0.008474
122400,0.009448
122600,0.009638
122800,0.008397
123000,0.006884
123200,0.011606
123400,0.006638
123600,0.008062
123800,0.011111
124000,0.013207
124200,0.009368
124400,0.009421
124600,0.009344
124800,0.006232
125000,0.011748
125200,0.018447
125400,0.006656
125600,0.012818
125800,0.009911
126000,0.010770
126200,0.011849
126400,0.008170
126600,0.016148
126800,0.010055
127000,0.006411
127200,0.007794
127400,0.007643
127600,0.006593
127800,0.007892
128000,0.007082
128200,0.016405
128400,0.007023
128600,0.007186
128800,0.012616
129000,0.009373
129200,0.012500
129400,0.011916
129600,0.014139
129800,0.006734
130000,0.007202
130200,0.016070
130400,0.015047
130600,0.006809
130800,0.018188
131000,0.009510
131200,0.012364
131400,0.010109
131600,0.015305
131800,0.008554
132000,0.010611
132200,0.009849
132400,0.006392
132600,0.008786
132800,0.013623
133000,0.008343
133200,0.007224
133400,0.012391
133600,0.006926
133800,0.007649
134000,0.010248
134200,0.004083
134400,0.011487
134600,0.017900
134800,0.008529
135000,0.008599
135200,0.007473
135400,0.005554
135600,0.009545
135800,0.010845
136000,0.008888
136200,0.013945
136400,0.009297
136600,0.012173
136800,0.009189
137000,0.009024
137200,0.011444
137400,0.012668
137600,0.010856
137800,0.005463
138000,0.008651
138200,0.007752
138400,0.005280
138600,0.007816
138800,0.006581
139000,0.014420
139200,0.010169
139400,0.012004
139600,0.012947
139800,0.009450
140000,0.009957
140200,0.018226
140400,0.013008
140600,0.014283
140800,0.010920
141000,0.004807
141200,0.007906
141400,0.012479
141600,0.009913
141800,0.010607
142000,0.015851
142200,0.008239
142400,0.012956
142600,0.011501
142800,0.007835
143000,0.009132
143200,0.006568
143400,0.012708
143600,0.008890
143800,0.011940
144000,0.012492
144200,0.005716
144400,0.007402
144600,0.013345
144800,0.011759
145000,0.006296
145200,0.007950
145400,0.011168
145600,0.016328
145800,0.007956
146000,0.012987
146200,0.011527
146400,0.008319
146600,0.011477
146800,0.007177
147000,0.012746
147200,0.010857
147400,0.010236
147600,0.006098
147800,0.005164
148000,0.009266
148200,0.014697
148400,0.008886
148600,0.009660
148800,0.017577
149000,0.008639
149200,0.007716
149400,0.010519
149600,0.012782
149800,0.011093
150000,0.009453
150200,0.015940
150400,0.014476
150600,0.013351
150800,0.012706
151000,0.009580
151200,0.013825
151400,0.007026
151600,0.010863
151800,0.008349
152000,0.008302
152200,0.007431
152400,0.008663
152600,0.008150
152800,0.014731
153000,0.013000
153200,0.006888
153400,0.013149
153600,0.011380
153800,0.007651
154000,0.010009
154200,0.009622
154400,0.011423
154600,0.010861
154800,0.009681
155000,0.006648
155200,0.006981
155400,0.009363
155600,0.010119
155800,0.010625
156000,0.011256
156200,0.005623
156400,0.012649
156600,0.009946
156800,0.007353
157000,0.009315
157200,0.006228
157400,0.010214
157600,0.009858
157800,0.011506
158000,0.012053
158200,0.009310
158400,0.007143
158600,0.006485
158800,0.011186
159000,0.009017
159200,0.012660
159400,0.013886
159600,0.009482
159800,0.010024
160000,0.007044
160200,0.013702
160400,0.007871
160600,0.011089
160800,0.009332
161000,0.013772
161200,0.011645
161400,0.005766
161600,0.012958
161800,0.012538
162000,0.010466
162200,0.008294
162400,0.005515
162600,0.009497
162800,0.004926
163000,0.007600
163200,0.019865
163400,0.009311
163600,0.009109
163800,0.009813
164000,0.014013
164200,0.006787
164400,0.005283
164600,0.012755
164800,0.008578
165000,0.012649
165200,0.014990
165400,0.014209
165600,0.010540
165800,0.006200
166000,0.004417
166200,0.010559
166400,0.008310
166600,0.011805
166800,0.005606
167000,0.006882
167200,0.010654
167400,0.006645
167600,0.010798
167800,0.006119
168000,0.015633
168200,0.009294
168400,0.006228
168600,0.010726
168800,0.006233
169000,0.007616
169200,0.009320
169400,0.009204
169600,0.008050
169800,0.007828
170000,0.010215
170200,0.008123
170400,0.009173
170600,0.011527
170800,0.012914
171000,0.009216
171200,0.014076
171400,0.010228
171600,0.008430
171800,0.010391
172000,0.011690
172200,0.005415
172400,0.010366
172600,0.012911
172800,0.009381
173000,0.008268
173200,0.006705
173400,0.007549
173600,0.005718
173800,0.008256
174000,0.006702
174200,0.011236
174400,0.010464
174600,0.008570
174800,0.009362
175000,0.008062
175200,0.010300
175400,0.008081
175600,0.009565
175800,0.012745
176000,0.012287
176200,0.006746
176400,0.007759
176600,0.008795
176800,0.010567
177000,0.009697
177200,0.006758
177400,0.006647
177600,0.014709
177800,0.006255
178000,0.020070
178200,0.010906
178400,0.022062
178600,0.012549
178800,0.009668
179000,0.006747
179200,0.010258
179400,0.013056
179600,0.009714
179800,0.007820
180000,0.010104
180200,0.009218
180400,0.006499
180600,0.012939
180800,0.003363
181000,0.010427
181200,0.011152
181400,0.011654
181600,0.011685
181800,0.009407
182000,0.011971
182200,0.005844
182400,0.008134
182600,0.005493
182800,0.008930
183000,0.008029
183200,0.008835
183400,0.020586
183600,0.013670
183800,0.010664
184000,0.007491
184200,0.020311
184400,0.010320
184600,0.009285
184800,0.008748
185000,0.012451
185200,0.012085
185400,0.009415
185600,0.008697
185800,0.009056
186000,0.013065
186200,0.013723
186400,0.007249
186600,0.015223
186800,0.006219
187000,0.011749
187200,0.009525
187400,0.011401
187600,0.010476
187800,0.010535
188000,0.007375
188200,0.007550
188400,0.009136
188600,0.008726
188800,0.005571
189000,0.010799
189200,0.005901
189400,0.006729
189600,0.011953
189800,0.008877
190000,0.008345
190200,0.013249
190400,0.011556
190600,0.010417
190800,0.007692
191000,0.009610
191200,0.008494
191400,0.010331
191600,0.008843
191800,0.011998
192000,0.012361
192200,0.010667
192400,0.007495
192600,0.010409
192800,0.010112
193000,0.012283
193200,0.012038
193400,0.008674
193600,0.010666
193800,0.009170
194000,0.010437
194200,0.006641
194400,0.015401
194600,0.009828
194800,0.011316
195000,0.010137
195200,0.011639
195400,0.010587
195600,0.016628
195800,0.010489
196000,0.005599
196200,0.011010
196400,0.011160
196600,0.008813
196800,0.010684
197000,0.007369
197200,0.008400
197400,0.006637
197600,0.009551
197800,0.005249
198000,0.011378
198200,0.008621
198400,0.013904
198600,0.007546
198800,0.010891
199000,0.006695
199200,0.008329
199400,0.005184
199600,0.008958
199800,0.010966
