step,loss
46500,0.004542
46550,0.006122
46600,0.004875
46650,0.004778
46700,0.005728
46750,0.004921
46800,0.004977
46850,0.004610
46900,0.003949
46950,0.004327
47000,0.006529
47050,0.005131
47100,0.003875
47150,0.003615
47200,0.005754
47250,0.004807
47300,0.004711
47350,0.005256
47400,0.004941
47450,0.004431
47500,0.005166
47550,0.005849
47600,0.004906
47650,0.005344
47700,0.004078
47750,0.005366
47800,0.004875
47850,0.004609
47900,0.005453
47950,0.004220
48000,0.005716
48050,0.004611
48100,0.006023
48150,0.005579
48200,0.004113
48250,0.005774
48300,0.006084
48350,0.005521
48400,0.004557
48450,0.005392
48500,0.004638
48550,0.003701
48600,0.005691
48650,0.005813
48700,0.004918
48750,0.003998
48800,0.004650
48850,0.004748
48900,0.004590
48950,0.005001
49000,0.003986
49050,0.004611
49100,0.005108
49150,0.005037
49200,0.004797
49250,0.004184
49300,0.004997
49350,0.004279
49400,0.006302
49450,0.004980
49500,0.004791
49550,0.004570
49600,0.004815
49650,0.004401
49700,0.003389
49750,0.004244
49800,0.004263
49850,0.005078
49900,0.005445
49950,0.004841
